TransactionID,CustomerID,Gender,Age,ProductCategory,Quantity,Price,PurchaseDate,PaymentMode,TotalAmount,Month,DayOfWeek,AgeGroup,City_Bengaluru,City_Chennai,City_Delhi,City_Hyderabad,City_Jaipur,City_Kolkata,City_Lucknow,City_Mumbai,City_Pune
T00019,C9928,1,0.4423076923076924,Electronics,0.25,0.2953061224489796,2023-04-25,Wallet,0.4185675229798649,April,Tuesday,Mid Age(41-60),True,False,False,False,False,False,False,False,False
T00020,C7873,1,0.5961538461538463,Books,0.0,0.42795918367346936,2023-03-28,Card,0.35359695216229026,March,Tuesday,Mid Age(41-60),False,True,False,False,False,False,False,False,False
T00021,C4611,2,0.730769230769231,Electronics,0.5,0.026122448979591838,2023-05-28,Cash,0.17657128887968226,May,Sunday,Mid Age(41-60),False,False,True,False,False,False,False,False,False
T00022,C8359,0,0.5384615384615385,Fashion,0.25,0.8983673469387755,2023-05-13,UPI,0.6704954412526983,May,Saturday,Mid Age(41-60),False,False,False,False,False,False,False,False,False
T00023,C5557,0,0.21153846153846156,Groceries,0.25,0.9751020408163266,2023-11-07,Wallet,0.6929059380076776,November,Tuesday,Adult(26-40),False,False,False,False,False,False,True,False,False
T00024,C1106,2,0.576923076923077,Groceries,1.0,0.17775510204081635,2023-02-24,Wallet,0.5149987715476628,February,Friday,Mid Age(41-60),False,False,False,False,False,False,False,False,False
T00025,C3615,2,0.7115384615384616,Beauty,0.75,0.6385714285714286,2023-04-29,UPI,0.7757174609135997,April,Saturday,Mid Age(41-60),False,True,False,False,False,False,False,False,False
T00026,C7924,1,0.6730769230769232,Books,0.0,0.43020408163265306,2023-12-08,Card,0.35449711435710085,December,Friday,Mid Age(41-60),False,False,False,False,False,False,True,False,False
T00027,C6574,1,0.42307692307692313,Beauty,1.0,0.9208163265306123,2023-05-23,UPI,0.9707547546042625,May,Tuesday,Adult(26-40),False,False,False,False,False,False,False,False,False
T00028,C5552,2,0.42307692307692313,Furniture,1.0,0.3444897959183673,2023-03-14,UPI,0.6685287011677612,March,Tuesday,Adult(26-40),False,False,False,True,False,False,False,False,False
T00029,C3547,2,0.1923076923076924,Electronics,0.5,0.7391836734693877,2023-02-19,Cash,0.7318702204574077,February,Sunday,Adult(26-40),False,False,False,False,False,True,False,False,False
T00030,C4527,0,0.3076923076923077,Beauty,0.75,0.3687755102040816,2023-04-16,Wallet,0.6258507162364805,April,Sunday,Adult(26-40),False,False,False,False,False,False,False,True,False
T00031,C6514,0,0.9038461538461539,Beauty,1.0,0.5420408163265306,2023-10-10,Wallet,0.795847306118471,October,Tuesday,Senior(60+),True,False,False,False,False,False,False,False,False
T00032,C2674,2,0.8461538461538461,Groceries,0.0,0.44918367346938776,2023-09-18,Card,0.36198538036338224,September,Monday,Senior(60+),False,False,False,False,False,False,False,True,False
T00033,C2519,0,0.0961538461538462,Furniture,0.75,0.3408163265306122,2023-03-28,Card,0.6064998972960979,March,Tuesday,Young Adult(18-25),False,False,False,False,True,False,False,False,False
T00034,C7224,1,0.34615384615384615,Fashion,0.0,0.9722448979591837,2023-01-15,Card,0.5154229283832429,January,Sunday,Adult(26-40),False,False,False,False,False,False,False,True,False
T00035,C2584,0,0.019230769230769273,Furniture,0.5,0.6610204081632653,2023-11-03,Card,0.7004018057437211,November,Friday,Young Adult(18-25),True,False,False,False,False,False,False,False,False
T00036,C6881,2,0.46153846153846156,Beauty,0.75,0.2602040816326531,2023-01-21,Card,0.5441045212903649,January,Saturday,Mid Age(41-60),False,False,True,False,False,False,False,False,False
T00037,C6635,1,0.05769230769230771,Beauty,0.25,0.7457142857142858,2023-10-04,Card,0.6216983247606304,October,Wednesday,Young Adult(18-25),False,True,False,False,False,False,False,False,False
T00038,C5333,1,0.1923076923076924,Fashion,0.75,0.3873469387755102,2023-10-03,Cash,0.6381739832565996,October,Tuesday,Adult(26-40),False,True,False,False,False,False,False,False,False
T00039,C1711,1,0.6923076923076924,Electronics,0.0,0.7253061224489796,2023-04-10,Cash,0.4526518532552958,April,Monday,Mid Age(41-60),True,False,False,False,False,False,False,False,False
T00040,C8527,0,0.9423076923076924,Electronics,1.0,0.6161224489795918,2023-01-04,Wallet,0.8354271686631849,January,Wednesday,Senior(60+),False,False,False,False,False,False,False,False,False
T00041,C9785,0,0.25,Books,0.5,0.2479591836734694,2023-09-08,UPI,0.4689382565818715,September,Friday,Adult(26-40),False,False,False,False,False,False,False,True,False
T00042,C3045,1,0.2692307692307693,Groceries,0.75,0.8008163265306123,2023-01-14,Cash,0.8457819735983745,January,Saturday,Adult(26-40),False,False,False,True,False,False,False,False,False
T00043,C7201,1,0.7884615384615384,Furniture,0.5,0.15653061224489798,2023-07-09,Card,0.3847888097646417,July,Sunday,Mid Age(41-60),False,False,True,False,False,False,False,False,False
T00044,C2291,0,0.2692307692307693,Electronics,0.0,0.8289795918367348,2023-04-15,Card,0.48054552059869776,April,Saturday,Adult(26-40),True,False,False,False,False,False,False,False,False
T00045,C5803,0,0.826923076923077,Sports,0.0,0.30326530612244895,2023-05-25,UPI,0.29770934507678243,May,Thursday,Senior(60+),False,False,False,False,False,False,False,True,False
T00046,C6925,1,0.25,Beauty,0.0,0.7679591836734694,2023-10-20,Card,0.464436180043385,October,Friday,Adult(26-40),False,False,False,False,False,False,False,False,False
T00047,C4150,0,0.326923076923077,Groceries,1.0,0.30918367346938774,2023-08-07,UPI,0.6409289236862775,August,Monday,Adult(26-40),False,False,False,True,False,False,False,False,False
T00048,C2139,0,0.7884615384615384,Sports,0.25,0.29428571428571426,2023-08-16,UPI,0.41792112360270106,August,Wednesday,Mid Age(41-60),False,False,False,False,False,True,False,False,False
T00049,C1750,0,0.5000000000000001,Furniture,0.5,0.3157142857142857,2023-09-24,Wallet,0.5190296426715822,September,Sunday,Mid Age(41-60),False,False,False,False,False,False,False,False,True
T00050,C4733,0,0.6153846153846154,Sports,0.25,0.9522448979591837,2023-03-06,UPI,0.6863603564918367,March,Monday,Mid Age(41-60),False,True,False,False,False,False,False,False,False
T00051,C5741,2,0.019230769230769273,Furniture,0.25,0.8200000000000001,2023-08-21,Card,0.6462170379938117,August,Monday,Young Adult(18-25),False,False,False,False,False,False,False,False,False
T00052,C2307,2,0.9423076923076924,Books,0.5,0.30142857142857143,2023-06-01,UPI,0.509098213577644,June,Thursday,Senior(60+),False,False,False,False,False,True,False,False,False
T00053,C4814,2,0.9423076923076924,Groceries,0.0,0.4714285714285714,2023-02-26,Wallet,0.3704980206835687,February,Sunday,Senior(60+),False,False,False,False,False,False,False,False,False
T00054,C2654,1,0.826923076923077,Beauty,0.25,0.03510204081632653,2023-12-28,UPI,0.14859688636353635,December,Thursday,Senior(60+),False,False,False,False,False,False,False,True,False
T00055,C7227,0,0.0,Beauty,0.5,0.5183673469387755,2023-03-03,Card,0.6357679464292609,March,Friday,Young Adult(18-25),False,False,False,False,False,True,False,False,False
T00056,C5554,2,0.576923076923077,Furniture,0.75,0.27224489795918366,2023-08-16,Cash,0.5541577497486795,August,Wednesday,Mid Age(41-60),False,False,True,False,False,False,False,False,False
T00057,C8428,0,0.15384615384615385,Beauty,0.25,0.2969387755102041,2023-08-10,Wallet,0.4195987385964959,August,Thursday,Adult(26-40),True,False,False,False,False,False,False,False,False
T00058,C6977,2,0.7884615384615384,Books,0.0,0.6589795918367347,2023-09-10,Cash,0.4333554053007669,September,Sunday,Mid Age(41-60),False,False,False,False,False,False,False,True,False
T00059,C3664,1,0.21153846153846156,Electronics,1.0,0.31387755102040815,2023-05-15,Card,0.6447135599329156,May,Monday,Adult(26-40),False,True,False,False,False,False,False,False,False
T00060,C7065,1,0.730769230769231,Groceries,0.5,0.11591836734693878,2023-02-14,Card,0.33726556277284725,February,Tuesday,Mid Age(41-60),False,False,False,False,False,False,False,False,True
T00061,C6820,2,0.980769230769231,Sports,0.25,0.23979591836734696,2023-03-12,Cash,0.38104655844463453,March,Sunday,Senior(60+),False,False,True,False,False,False,False,False,False
T00062,C4432,1,0.0,Beauty,0.0,0.12040816326530612,2023-05-23,Card,0.17767712632638627,May,Tuesday,Young Adult(18-25),False,False,False,False,True,False,False,False,False
T00063,C5374,0,0.2692307692307693,Sports,0.0,0.7128571428571429,2023-12-09,Cash,0.4491240360362323,December,Saturday,Adult(26-40),False,False,False,False,False,False,False,False,False
T00064,C2169,0,0.3076923076923077,Electronics,0.5,0.41,2023-03-01,Card,0.5781261420131555,March,Wednesday,Adult(26-40),True,False,False,False,False,False,False,False,False
T00065,C3803,1,0.730769230769231,Books,0.75,0.7606122448979592,2023-07-01,Card,0.8293904753598232,July,Saturday,Mid Age(41-60),False,False,False,True,False,False,False,False,False
T00066,C9751,0,0.980769230769231,Groceries,0.0,0.6728571428571428,2023-02-10,Wallet,0.43749808940541146,February,Friday,Senior(60+),False,True,False,False,False,False,False,False,False
T00067,C5010,2,0.3653846153846154,Fashion,0.5,0.16755102040816328,2023-04-24,UPI,0.3963466818873305,April,Monday,Adult(26-40),False,False,False,False,False,False,False,False,True
T00068,C3677,2,0.8653846153846155,Sports,0.25,0.8806122448979592,2023-02-08,Cash,0.6651252987030448,February,Wednesday,Senior(60+),False,False,False,False,False,False,False,True,False
T00069,C8573,2,0.8653846153846155,Electronics,0.75,0.22938775510204082,2023-06-17,Wallet,0.516926623631372,June,Saturday,Senior(60+),False,False,True,False,False,False,False,False,False
T00070,C7216,0,0.7884615384615384,Fashion,0.5,0.019591836734693877,2023-03-22,Wallet,0.15788045990131017,March,Wednesday,Mid Age(41-60),False,False,False,True,False,False,False,False,False
T00071,C5422,2,0.326923076923077,Groceries,0.5,0.16653061224489796,2023-09-17,UPI,0.3952966810020732,September,Sunday,Adult(26-40),False,False,False,False,False,False,False,False,True
T00072,C4598,1,0.5192307692307693,Furniture,0.75,0.6316326530612245,2023-06-21,Card,0.7724640225391357,June,Wednesday,Mid Age(41-60),False,False,False,False,False,False,False,False,False
T00073,C6313,2,0.46153846153846156,Beauty,0.0,0.6418367346938776,2023-05-22,Wallet,0.428155688608765,May,Monday,Mid Age(41-60),False,False,False,True,False,False,False,False,False
T00074,C1916,0,0.42307692307692313,Fashion,0.0,0.034489795918367344,2023-08-21,Wallet,0.07382085024281909,August,Monday,Adult(26-40),False,False,False,False,False,False,False,True,False
T00075,C4752,0,0.5576923076923077,Groceries,0.25,0.18387755102040818,2023-11-19,Card,0.3370906965730416,November,Sunday,Mid Age(41-60),False,False,False,True,False,False,False,False,False
T00076,C1525,2,0.3076923076923077,Fashion,0.25,0.022653061224489797,2023-09-20,Wallet,0.11976926123778725,September,Wednesday,Adult(26-40),False,False,False,False,False,False,False,False,False
T00077,C6168,1,0.25,Electronics,1.0,0.0730612244897959,2023-12-11,UPI,0.3611108035287378,December,Monday,Adult(26-40),False,False,True,False,False,False,False,False,False
T00078,C7572,1,0.5576923076923077,Groceries,1.0,0.22081632653061226,2023-02-07,Wallet,0.561386598927881,February,Tuesday,Mid Age(41-60),False,False,False,False,True,False,False,False,False
T00079,C5386,1,0.3653846153846154,Groceries,0.25,0.4151020408163265,2023-12-28,Cash,0.4860624318540498,December,Thursday,Adult(26-40),False,False,False,True,False,False,False,False,False
T00080,C2084,0,0.826923076923077,Furniture,0.75,0.13959183673469389,2023-12-19,UPI,0.42126660233376617,December,Tuesday,Senior(60+),False,False,False,False,False,False,False,False,False
T00081,C4456,1,0.6346153846153847,Beauty,1.0,0.4473469387755102,2023-06-11,UPI,0.7395562661878916,June,Sunday,Mid Age(41-60),False,False,False,False,False,False,False,False,True
T00082,C6155,0,1.0,Groceries,1.0,0.2383673469387755,2023-01-20,UPI,0.5786354626107421,January,Friday,Senior(60+),False,True,False,False,False,False,False,False,False
T00083,C4483,2,0.7500000000000001,Electronics,0.75,0.022448979591836733,2023-08-10,Card,0.20337647583190266,August,Thursday,Mid Age(41-60),False,False,False,False,False,True,False,False,False
T00084,C9179,2,0.48076923076923084,Groceries,0.0,0.015510204081632652,2023-02-21,UPI,0.03594162253234723,February,Tuesday,Mid Age(41-60),True,False,False,False,False,False,False,False,False
T00085,C7482,0,0.7115384615384616,Groceries,0.5,0.17775510204081635,2023-12-28,UPI,0.4066343160718975,December,Thursday,Mid Age(41-60),False,False,False,False,False,False,False,True,False
T00086,C8517,0,0.11538461538461542,Sports,0.0,0.906734693877551,2023-09-24,Wallet,0.4999429360672741,September,Sunday,Young Adult(18-25),False,False,False,False,True,False,False,False,False
T00087,C3340,2,0.0,Beauty,0.5,0.5657142857142857,2023-06-12,Wallet,0.658418463974097,June,Monday,Young Adult(18-25),False,False,False,False,True,False,False,False,False
T00088,C5339,2,0.6153846153846154,Electronics,0.75,0.14204081632653062,2023-04-08,Cash,0.4243205753201817,April,Saturday,Mid Age(41-60),False,False,True,False,False,False,False,False,False
T00089,C3287,0,0.8076923076923078,Sports,1.0,0.33816326530612245,2023-10-13,UPI,0.6637244733161997,October,Friday,Mid Age(41-60),False,True,False,False,False,False,False,False,False
T00090,C5040,2,0.4423076923076924,Fashion,0.75,0.23265306122448984,2023-12-05,UPI,0.5199135744340115,December,Tuesday,Mid Age(41-60),False,False,False,False,False,False,False,False,False
T00091,C9830,2,0.6730769230769232,Books,0.0,0.8030612244897959,2023-11-17,Cash,0.47380506229453656,November,Friday,Mid Age(41-60),False,True,False,False,False,False,False,False,False
T00092,C5304,1,0.7884615384615384,Beauty,0.75,0.9408163265306123,2023-01-19,UPI,0.8988298226438551,January,Thursday,Mid Age(41-60),False,False,False,True,False,False,False,False,False
T00093,C8019,1,0.730769230769231,Fashion,0.0,0.7426530612244898,2023-11-21,Wallet,0.4574998228646314,November,Tuesday,Mid Age(41-60),False,False,False,False,False,True,False,False,False
T00094,C7543,2,0.730769230769231,Books,0.75,0.2726530612244898,2023-11-18,Cash,0.5544934402081605,November,Saturday,Mid Age(41-60),False,False,False,False,False,False,False,True,False
T00095,C6930,2,0.34615384615384615,Electronics,0.25,0.5138775510204081,2023-01-05,Card,0.5324954278705065,January,Thursday,Adult(26-40),False,False,False,True,False,False,False,False,False
T00096,C4593,1,0.3653846153846154,Sports,0.0,0.5544897959183673,2023-05-06,Cash,0.4000940960151188,May,Saturday,Adult(26-40),False,False,True,False,False,False,False,False,False
T00097,C3266,2,0.826923076923077,Books,0.5,0.8006122448979592,2023-03-12,Card,0.755050216689699,March,Sunday,Senior(60+),False,False,False,True,False,False,False,False,False
T00098,C9348,0,0.11538461538461542,Fashion,1.0,0.25816326530612244,2023-10-28,Wallet,0.5971377893314036,October,Saturday,Young Adult(18-25),False,False,False,False,False,False,False,False,True
T00099,C9085,2,0.576923076923077,Sports,1.0,0.40755102040816327,2023-07-12,Cash,0.7135084222287918,July,Wednesday,Mid Age(41-60),False,False,False,False,False,True,False,False,False
T00100,C2489,2,0.07692307692307698,Groceries,0.0,0.09326530612244899,2023-04-23,Cash,0.1513925506725693,April,Sunday,Young Adult(18-25),False,False,False,False,False,False,False,True,False
T00101,C1771,0,0.40384615384615385,Books,0.25,0.9085714285714286,2023-12-11,UPI,0.6735490457500789,December,Monday,Adult(26-40),True,False,False,False,False,False,False,False,False
T00102,C2796,1,0.326923076923077,Groceries,1.0,0.4471428571428571,2023-04-11,Card,0.7394267074361962,April,Tuesday,Adult(26-40),False,True,False,False,False,False,False,False,False
T00103,C3504,2,0.7692307692307693,Books,0.25,0.9087755102040816,2023-05-16,UPI,0.6736098786889894,May,Tuesday,Mid Age(41-60),False,False,False,False,False,False,True,False,False
T00104,C3621,1,0.3846153846153847,Books,0.5,0.20571428571428574,2023-08-29,UPI,0.4330484755591063,August,Tuesday,Adult(26-40),False,False,True,False,False,False,False,False,False
T00105,C7916,1,0.326923076923077,Beauty,1.0,0.03530612244897959,2023-03-19,Wallet,0.27377153018435035,March,Sunday,Adult(26-40),False,False,False,False,False,False,False,False,True
T00106,C2040,2,0.3076923076923077,Books,0.75,0.07428571428571429,2023-09-06,Wallet,0.32398231521199344,September,Wednesday,Adult(26-40),False,False,False,True,False,False,False,False,False
T00107,C7304,2,0.7884615384615384,Groceries,0.75,0.17183673469387756,2023-04-06,Cash,0.45913624249035984,April,Thursday,Mid Age(41-60),False,False,False,False,False,False,False,True,False
T00108,C7252,1,0.8653846153846155,Groceries,0.0,0.9104081632653062,2023-09-12,Card,0.5008308165204558,September,Tuesday,Senior(60+),False,False,False,False,False,False,False,True,False
T00109,C8668,2,0.7884615384615384,Beauty,1.0,0.4959183673469387,2023-05-25,Wallet,0.7693314668225828,May,Thursday,Mid Age(41-60),False,False,False,False,False,False,True,False,False
T00110,C9669,2,0.3653846153846154,Beauty,0.25,0.17142857142857143,2023-03-09,Card,0.32618532915446935,March,Thursday,Adult(26-40),False,False,False,False,False,False,False,False,False
T00111,C5119,1,0.23076923076923084,Beauty,0.25,0.8551020408163266,2023-04-12,Card,0.6572788293568608,April,Wednesday,Adult(26-40),False,False,False,False,False,False,True,False,False
T00112,C1188,1,0.17307692307692313,Groceries,0.5,0.6942857142857143,2023-11-22,Card,0.7140868907900011,November,Wednesday,Adult(26-40),True,False,False,False,False,False,False,False,False
T00113,C2876,0,0.6346153846153847,Electronics,1.0,0.23693877551020412,2023-02-15,Cash,0.5772625496828336,February,Wednesday,Mid Age(41-60),False,False,False,False,False,True,False,False,False
T00114,C9797,2,0.9230769230769232,Sports,0.25,0.0018367346938775488,2023-09-22,Card,0.05443678144689351,September,Friday,Senior(60+),False,False,True,False,False,False,False,False,False
T00115,C5371,0,0.28846153846153855,Sports,0.25,0.37489795918367347,2023-04-20,UPI,0.46504396354348887,April,Thursday,Adult(26-40),False,False,False,True,False,False,False,False,False
T00116,C6573,1,0.05769230769230771,Groceries,1.0,0.04,2023-01-02,Card,0.28653952305176694,January,Monday,Young Adult(18-25),True,False,False,False,False,False,False,False,False
T00117,C2827,2,0.980769230769231,Books,0.75,0.3787755102040816,2023-08-11,Cash,0.6325360505696358,August,Friday,Senior(60+),False,False,False,False,False,False,False,False,False
T00118,C5808,1,0.980769230769231,Fashion,1.0,0.7140816326530612,2023-02-04,UPI,0.8831036767304028,February,Saturday,Senior(60+),False,False,True,False,False,False,False,False,False
T00119,C8123,2,0.980769230769231,Electronics,0.75,0.6442857142857142,2023-09-09,Card,0.7783788691697361,September,Saturday,Senior(60+),False,False,False,False,False,False,True,False,False
T00120,C3591,2,0.730769230769231,Fashion,0.0,0.24632653061224494,2023-10-13,Card,0.2670457330159362,October,Friday,Mid Age(41-60),False,False,False,False,False,True,False,False,False
T00121,C8433,0,0.48076923076923084,Sports,0.0,0.5906122448979592,2023-11-09,UPI,0.4120367015505553,November,Thursday,Mid Age(41-60),False,False,False,False,False,False,False,True,False
T00122,C1053,1,0.8076923076923078,Groceries,0.75,0.4793877551020408,2023-04-17,Card,0.6940637320578307,April,Monday,Mid Age(41-60),False,False,False,False,False,False,False,True,False
T00123,C5315,2,0.3846153846153847,Groceries,1.0,0.37755102040816324,2023-12-30,Cash,0.6927319835009977,December,Saturday,Adult(26-40),False,False,False,False,False,True,False,False,False
T00124,C9201,0,0.826923076923077,Books,0.5,0.643061224489796,2023-04-02,Card,0.6928189700840356,April,Sunday,Senior(60+),True,False,False,False,False,False,False,False,False
T00125,C3927,1,0.15384615384615385,Furniture,0.25,0.18775510204081633,2023-01-20,Card,0.3403925536215504,January,Friday,Adult(26-40),False,False,False,False,True,False,False,False,False
T00126,C9317,0,0.8846153846153847,Furniture,0.0,0.8220408163265306,2023-08-03,Card,0.4787552083308485,August,Thursday,Senior(60+),False,False,True,False,False,False,False,False,False
T00127,C2743,1,0.019230769230769273,Groceries,0.0,0.28346938775510205,2023-12-19,Wallet,0.28750916979955926,December,Tuesday,Young Adult(18-25),True,False,False,False,False,False,False,False,False
T00128,C5889,2,0.7884615384615384,Fashion,0.75,0.18408163265306124,2023-05-15,Card,0.4723530383074855,May,Monday,Mid Age(41-60),False,False,False,False,False,False,False,False,False
T00129,C9317,0,0.5961538461538463,Electronics,0.5,0.3753061224489796,2023-11-11,UPI,0.5575416562571465,November,Saturday,Mid Age(41-60),False,False,False,True,False,False,False,False,False
T00130,C4258,0,0.34615384615384615,Fashion,1.0,0.17,2023-07-14,Cash,0.505913514303365,July,Friday,Adult(26-40),False,False,False,False,False,True,False,False,False
T00131,C3504,2,0.3076923076923077,Fashion,0.5,0.4710204081632653,2023-11-20,Wallet,0.6116832053055065,November,Monday,Adult(26-40),False,False,False,False,True,False,False,False,False
T00132,C7126,1,0.5000000000000001,Sports,0.75,0.5973469387755102,2023-10-26,UPI,0.7560236877290669,October,Thursday,Mid Age(41-60),False,False,False,False,False,True,False,False,False
T00133,C3646,2,0.48076923076923084,Fashion,0.5,0.1273469387755102,2023-05-01,Wallet,0.35153937997764156,May,Monday,Mid Age(41-60),False,False,False,False,False,False,False,False,False
T00134,C9837,0,0.46153846153846156,Books,0.25,0.5577551020408164,2023-11-23,Wallet,0.5512064378038026,November,Thursday,Mid Age(41-60),False,False,False,True,False,False,False,False,False
T00135,C9689,2,0.9038461538461539,Fashion,1.0,0.19775510204081634,2023-06-28,Wallet,0.5373369584766216,June,Wednesday,Senior(60+),False,False,False,False,False,False,False,True,False
T00136,C1009,0,0.03846153846153849,Books,1.0,0.6026530612244898,2023-09-05,Wallet,0.8284792402191286,September,Tuesday,Young Adult(18-25),False,False,False,False,False,False,False,False,True
T00137,C6310,2,0.7115384615384616,Sports,0.5,0.1416326530612245,2023-09-29,UPI,0.36833733860793927,September,Friday,Mid Age(41-60),False,False,False,False,False,True,False,False,False
T00138,C9005,1,0.8653846153846155,Sports,0.0,0.07244897959183674,2023-12-03,Card,0.1280855622064811,December,Sunday,Senior(60+),True,False,False,False,False,False,False,False,False
T00139,C1319,0,0.6923076923076924,Beauty,0.25,0.2524489795918367,2023-04-03,UPI,0.39005735169037303,April,Monday,Mid Age(41-60),False,True,False,False,False,False,False,False,False
T00140,C2832,0,1.0,Books,1.0,0.2975510204081633,2023-06-03,Cash,0.6313847900081401,June,Saturday,Senior(60+),False,False,False,False,False,False,False,True,False
T00141,C6947,1,0.23076923076923084,Sports,1.0,0.716530612244898,2023-04-29,Cash,0.8842371131105738,April,Saturday,Adult(26-40),False,False,False,False,False,False,False,False,False
T00142,C6038,2,0.40384615384615385,Books,0.0,0.886734693877551,2023-05-30,UPI,0.49506538701570735,May,Tuesday,Adult(26-40),False,False,False,False,False,False,False,False,False
T00143,C4923,1,0.8846153846153847,Sports,0.5,0.559795918367347,2023-12-09,UPI,0.6556586242105459,December,Saturday,Senior(60+),False,False,False,False,True,False,False,False,False
T00144,C1949,2,0.8653846153846155,Beauty,0.0,0.3030612244897959,2023-09-06,Card,0.297606438279621,September,Wednesday,Senior(60+),False,True,False,False,False,False,False,False,False
T00145,C4946,1,0.2692307692307693,Sports,0.75,0.7108163265306122,2023-09-08,Cash,0.8082510863028107,September,Friday,Adult(26-40),False,False,False,False,True,False,False,False,False
T00146,C2290,1,0.826923076923077,Beauty,0.0,0.2510204081632653,2023-11-19,Cash,0.2697372738808262,November,Sunday,Senior(60+),False,False,False,False,False,False,False,False,False
T00147,C2403,0,0.6538461538461539,Books,0.25,0.5040816326530613,2023-07-20,Wallet,0.5281727672792615,July,Thursday,Mid Age(41-60),False,False,False,True,False,False,False,False,False
T00148,C8962,0,0.7692307692307693,Books,1.0,0.4797959183673469,2023-11-03,Card,0.7596733886332546,November,Friday,Mid Age(41-60),False,False,False,False,False,False,True,False,False
T00149,C2133,2,0.9615384615384616,Electronics,0.5,0.5822448979591837,2023-07-02,Card,0.6660254165725097,July,Sunday,Senior(60+),True,False,False,False,False,False,False,False,False
T00150,C9727,1,0.576923076923077,Furniture,0.75,0.1736734693877551,2023-10-06,Wallet,0.46115548697608383,October,Friday,Mid Age(41-60),False,False,False,False,True,False,False,False,False
T00151,C3060,2,0.8076923076923078,Furniture,0.25,0.4530612244897959,2023-09-04,Card,0.5046989838743907,September,Monday,Mid Age(41-60),False,False,False,False,False,True,False,False,False
T00152,C3103,1,0.42307692307692313,Electronics,1.0,0.8344897959183674,2023-06-01,Card,0.935972742586887,June,Thursday,Adult(26-40),False,False,False,False,False,True,False,False,False
T00153,C8787,1,0.6153846153846154,Electronics,1.0,0.616938775510204,2023-02-19,Wallet,0.8358449466265654,February,Sunday,Mid Age(41-60),False,False,False,False,False,False,False,False,False
